2,1,16
25,1,2
31,1,2
2,1,49
2,1,51
4,1,3
1,3,11
12,1,3
3,1,21
1,3,23
1,3,24
26,1,3
1,3,29
1,3,30
1,3,38
3,1,43
1,3,45
3,1,60
7,1,4
1,4,8
4,1,10
4,1,15
1,4,18
4,1,19
4,1,25
33,1,4
4,1,39
4,1,45
4,1,46
58,1,4
4,1,59
5,1,8
5,1,13
5,1,14
5,1,17
5,1,20
5,1,32
1,5,53
5,1,54
15,1,6
6,1,20
28,1,6
6,1,30
6,1,35
6,1,37
6,1,42
44,1,6
1,6,46
6,1,50
6,1,54
6,1,55
7,1,10
7,1,19
7,1,20
1,7,21
1,7,23
7,1,34
7,1,36
7,1,37
7,1,40
1,7,41
7,1,42
43,1,7
46,1,7
7,1,48
11,1,8
17,1,8
1,8,24
8,1,31
32,1,8
8,1,35
8,1,55
8,1,58
10,1,9
1,9,11
16,1,9
1,9,22
1,9,23
30,1,9
42,1,9
57,1,9
58,1,9
10,1,11
10,1,28
10,1,36
10,1,40
1,10,46
10,1,47
10,1,48
10,1,51
1,10,53
10,1,55
1,10,57
1,11,21
1,11,24
1,11,30
1,11,31
11,1,34
46,1,11
11,1,48
12,1,19
12,1,36
12,1,38
12,1,40
12,1,48
12,1,51
12,1,54
14,1,13
13,1,25
1,13,26
1,13,30
1,13,31
1,13,37
38,1,13
1,13,40
1,13,42
1,13,43
13,1,51
1,13,52
14,1,19
1,14,21
14,1,27
14,1,28
14,1,29
1,14,38
1,14,40
1,14,41
1,14,43
1,14,47
1,14,54
1,14,55
14,1,58
1,15,20
1,15,30
35,1,15
39,1,15
60,1,15
1,16,18
22,1,16
1,16,24
1,16,27
16,1,28
32,1,16
37,1,16
44,1,16
16,1,51
16,1,52
1,16,53
17,1,38
45,1,17
17,1,50
17,1,51
17,1,53
57,1,17
17,1,59
1,18,25
18,1,27
1,18,41
1,18,44
1,18,45
18,1,46
18,1,52
22,1,19
1,19,23
1,19,32
34,1,19
42,1,19
1,19,44
45,1,19
19,1,49
57,1,19
32,1,20
33,1,20
50,1,20
51,1,20
60,1,20
1,21,38
1,21,45
1,21,54
1,21,56
1,21,59
22,1,25
22,1,27
1,22,32
22,1,35
22,1,37
38,1,22
22,1,42
22,1,43
22,1,49
22,1,50
53,1,22
22,1,56
22,1,59
1,23,27
1,23,39
1,23,42
1,23,45
1,23,48
1,23,59
1,24,32
40,1,24
24,1,42
1,24,51
24,1,53
1,24,58
1,24,60
25,1,35
25,1,36
39,1,25
25,1,50
25,1,51
25,1,60
26,1,30
33,1,26
1,26,35
26,1,40
1,26,43
26,1,48
26,1,49
26,1,51
1,26,52
26,1,57
1,26,59
29,1,27
1,27,32
27,1,41
27,1,46
27,1,48
28,1,32
33,1,28
28,1,36
42,1,28
28,1,49
28,1,50
33,1,29
1,29,34
1,29,35
1,29,46
1,30,31
30,1,40
1,30,43
45,1,30
30,1,48
1,30,49
1,30,50
1,30,54
1,30,55
1,31,33
1,31,35
1,31,36
1,31,37
1,31,38
1,31,40
1,31,41
44,1,31
1,31,50
1,31,52
1,31,53
31,1,59
33,1,32
32,1,35
1,32,38
46,1,32
32,1,48
51,1,32
32,1,56
1,32,58
33,1,37
33,1,39
33,1,50
33,1,51
33,1,52
33,1,59
33,1,60
1,34,38
1,34,40
34,1,41
34,1,43
1,34,56
35,1,38
35,1,45
35,1,47
35,1,54
35,1,56
35,1,60
36,1,49
1,37,46
37,1,48
37,1,50
37,1,52
37,1,55
37,1,59
38,1,41
44,1,38
58,1,38
60,1,38
39,1,43
45,1,39
46,1,39
39,1,55
39,1,59
60,1,39
40,1,42
1,40,45
40,1,47
50,1,40
1,40,53
41,1,42
1,41,56
55,1,42
43,1,44
43,1,46
43,1,52
1,43,53
43,1,55
44,1,45
44,1,51
44,1,60
45,1,50
45,1,56
46,1,49
46,1,53
46,1,54
46,1,58
47,1,48
56,1,47
1,47,57
59,1,47
49,1,48
50,1,48
1,48,53
55,1,48
56,1,48
59,1,49
50,1,59
60,1,51
1,52,53
52,1,56
53,1,57
1,53,58
1,53,59
54,1,56
54,1,60
60,1,55
1,57,59
1,59,60
12,2,3
3,2,13
2,3,15
3,2,16
3,2,17
2,3,20
29,2,3
3,2,31
3,2,34
2,3,42
2,3,45
2,3,47
58,2,3
18,2,4
2,4,20
4,2,24
2,4,32
4,2,33
2,4,38
2,4,39
2,4,42
2,4,47
2,4,50
2,4,52
2,5,15
17,2,5
5,2,18
2,5,21
5,2,22
2,5,25
33,2,5
2,5,42
5,2,54
5,2,58
5,2,60
9,2,6
10,2,6
6,2,14
2,6,22
2,6,33
2,6,39
2,6,53
54,2,6
2,6,57
11,2,7
2,7,19
7,2,30
2,7,52
2,7,59
2,7,60
2,8,13
2,8,14
8,2,21
2,8,22
29,2,8
2,8,31
8,2,32
2,8,33
8,2,39
2,8,53
2,8,58
2,9,12
2,9,23
2,9,24
2,9,27
9,2,36
9,2,37
50,2,9
2,9,53
54,2,9
2,10,26
10,2,29
10,2,32
10,2,35
10,2,41
2,10,44
2,11,17
2,11,21
2,11,22
2,11,33
2,11,36
11,2,48
11,2,51
2,11,53
11,2,57
2,11,58
2,12,16
12,2,20
12,2,21
12,2,28
12,2,31
39,2,12
2,12,40
2,12,50
54,2,12
12,2,56
12,2,58
19,2,13
13,2,23
2,13,30
35,2,13
39,2,13
2,13,40
2,13,44
13,2,47
2,13,50
2,13,51
2,13,52
2,13,59
2,14,20
29,2,14
38,2,14
46,2,14
2,14,49
2,15,17
2,15,18
2,15,19
2,15,25
2,15,32
33,2,15
2,15,39
2,15,46
51,2,15
2,15,60
16,2,24
2,16,26
2,16,33
2,16,49
50,2,16
2,16,51
54,2,16
16,2,57
2,17,20
17,2,21
2,17,28
17,2,31
2,17,47
2,17,48
2,17,52
2,17,56
2,17,60
43,2,18
2,18,49
2,18,50
2,18,51
2,19,21
19,2,27
2,19,30
2,19,36
2,19,38
39,2,19
42,2,19
2,19,46
19,2,49
54,2,19
58,2,19
2,20,21
2,20,22
2,20,23
2,20,24
2,20,28
2,20,29
2,20,33
42,2,20
50,2,20
20,2,51
20,2,55
2,20,57
59,2,20
2,21,25
2,21,36
44,2,21
46,2,21
2,21,52
2,22,42
22,2,53
2,22,60
2,23,28
29,2,23
31,2,23
32,2,23
38,2,23
42,2,23
2,24,25
43,2,24
2,24,51
2,25,31
25,2,41
2,25,46
25,2,49
25,2,53
2,25,59
26,2,27
2,26,41
46,2,26
2,26,48
2,26,50
26,2,52
55,2,26
2,26,56
60,2,26
31,2,27
2,27,54
2,28,29
2,28,35
2,28,38
28,2,49
28,2,50
2,28,55
28,2,56
35,2,29
2,29,36
29,2,37
38,2,29
2,29,40
46,2,29
2,29,50
29,2,51
32,2,30
30,2,34
35,2,30
37,2,30
38,2,30
2,30,50
30,2,58
2,30,59
60,2,30
31,2,34
2,31,38
2,31,41
2,31,50
31,2,53
2,31,54
2,32,35
32,2,40
2,32,41
2,32,44
32,2,59
37,2,33
33,2,39
2,33,46
2,34,36
2,34,37
2,34,40
2,34,44
34,2,53
2,34,55
59,2,34
2,34,60
2,35,48
2,35,49
2,35,51
35,2,56
36,2,41
36,2,50
36,2,56
2,36,58
2,36,59
37,2,39
37,2,49
2,37,50
2,37,54
2,38,40
2,38,41
39,2,40
2,39,46
39,2,52
39,2,56
2,40,44
40,2,56
2,41,43
2,41,48
2,41,49
2,42,44
42,2,51
2,42,55
58,2,42
2,43,51
43,2,57
44,2,46
2,44,48
2,44,53
51,2,47
2,48,53
2,48,58
2,49,52
2,49,53
2,50,53
2,51,53
58,2,51
52,2,56
2,53,54
58,2,53
53,2,60
54,2,60
4,3,6
4,3,13
3,4,14
4,3,15
4,3,16
4,3,20
4,3,21
22,3,4
4,3,24
4,3,30
31,3,4
44,3,4
3,4,47
4,3,53
4,3,59
4,3,60
5,3,8
5,3,11
5,3,13
5,3,20
5,3,37
5,3,46
5,3,48
3,5,49
5,3,50
5,3,51
5,3,56
8,3,6
3,6,13
6,3,19
6,3,30
32,3,6
37,3,6
6,3,50
55,3,6
7,3,8
3,7,9
7,3,20
7,3,33
35,3,7
38,3,7
7,3,41
7,3,45
7,3,47
51,3,7
3,7,59
60,3,7
10,3,8
16,3,8
22,3,8
